champion,kills,deaths,assists,gold,damage,win,duration
Morgana,5,3,13,8678,28554,1,1497
Leona,3,5,32,10618,29312,1,1598
Nunu,19,19,24,14978,68556,0,1160
Yorick,9,2,9,20150,64222,1,941
Aatrox,5,8,2,12408,44453,0,941
Aatrox,10,4,6,22800,85628,1,1168
Yorick,8,7,9,22800,120040,1,1168
Samira,4,10,4,11895,173924,1,1899
Ornn,13,5,5,17018,234880,1,1899
Samira,8,9,14,14286,176202,1,2239
Kayn,15,2,5,15635,332717,1,1922
Samira,30,5,4,16440,118229,1,1130
Rammus,1,0,4,6913,127830,1,1198
Chogath,5,5,7,11765,140603,1,2038
Mordekaiser,0,8,0,11035,24134,0,992
Rammus,5,4,16,11732,198121,1,1735
Kindred,0,0,0,2031,1775,0,143
Mordekaiser,9,9,9,20500,109001,1,1119
Urgot,10,4,8,20500,88318,1,1119
Sion,2,13,18,9049,39389,0,965
Mordekaiser,6,9,2,12750,50255,0,927
Urgot,4,6,6,12810,33025,0,927
Mordekaiser,11,7,1,23275,119537,1,1059
Urgot,6,4,10,23462,137369,1,1059
Mordekaiser,8,7,7,19450,135420,1,1144
Kayn,7,7,9,19450,150003,1,1144
Mordekaiser,9,4,6,19800,87061,1,865
Kayn,7,5,7,19800,123669,1,865
Mordekaiser,4,8,14,19800,83291,1,991
Urgot,14,5,4,19800,79755,1,991
Mordekaiser,5,7,4,19800,85353,1,833
Kayn,10,3,4,19800,122056,1,833
Mordekaiser,5,5,9,19800,61663,1,984
Kayn,12,4,4,19800,71382,1,984
Mordekaiser,12,11,11,20555,113475,1,1193
Urgot,11,4,12,20730,107681,1,1193
Mordekaiser,10,6,5,20500,79692,1,791
Kayn,6,8,8,20500,72352,1,791
Aatrox,5,5,11,19800,69677,1,1103
Kayn,12,6,3,19800,110660,1,1103
Mordekaiser,11,5,10,23850,78630,1,1098
Kayn,10,3,9,23850,116908,1,1098
Mordekaiser,1,8,4,12400,31630,0,904
Sett,4,6,2,12400,35643,0,904
Sett,4,7,3,19100,57217,0,1038
Mordekaiser,5,6,5,19100,76333,0,1038
Volibear,8,10,6,22800,87991,1,1129
Urgot,8,6,8,22800,49354,1,1129
Chogath,6,4,12,11442,121914,1,1827
Mordekaiser,7,5,3,12306,144389,0,1574
Mordekaiser,10,5,4,17150,88252,0,1219
Mordekaiser,9,7,4,23350,134103,1,1140
Mordekaiser,6,7,5,19100,63780,1,980
Mordekaiser,10,2,7,16800,81261,1,808
